index,id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name,R,G,B
76,974,970,Primary somatosensory area mouth layer 5,SSp-m5,,1,3,8690,345,9,1,76,/997/8/567/688/695/315/453/322/345/974/,188064,0,,f,77,2147483647,734881840,Primary somatosensory area mouth layer 5,0.094117647,0.501960784,0.392156863
83,625,1068,Primary somatosensory area upper limb layer 5,SSp-ul5,,1,3,8690,369,9,1,83,/997/8/567/688/695/315/453/322/369/625/,188064,0,,f,84,2147483647,734881840,Primary somatosensory area upper limb layer 5,0.094117647,0.501960784,0.392156863
90,1111,987,Primary somatosensory area trunk layer 5,SSp-tr5,,1,3,8690,361,9,1,90,/997/8/567/688/695/315/453/322/361/1111/,188064,0,,f,91,281768908,734881840,Primary somatosensory area trunk layer 5,0.094117647,0.501960784,0.392156863
97,182305705,0,Primary somatosensory area unassigned layer 5,SSp-un5,,1,3,8690,182305689,9,1,97,/997/8/567/688/695/315/453/322/182305689/182305705/,188064,0,,f,98,1806412353,734881840,Primary somatosensory area unassigned layer 5,0.094117647,0.501960784,0.392156863
104,1090,1126,Supplemental somatosensory area layer 5,SSs5,,1,3,8690,378,8,1,104,/997/8/567/688/695/315/453/378/1090/,188064,0,,f,105,788174312,734881840,Supplemental somatosensory area layer 5,0.094117647,0.501960784,0.392156863
111,187,1013,Gustatory areas layer 5,GU5,,1,3,8690,1057,7,1,111,/997/8/567/688/695/315/1057/187/,009C75,0,,f,112,2147483647,734881840,Gustatory areas layer 5,0,0.611764706,0.458823529
118,1058,1122,Visceral area layer 5,VISC5,,1,3,8690,677,7,1,118,/997/8/567/688/695/315/677/1058/,11AD83,0,,f,119,1267762840,734881840,Visceral area layer 5,0.066666667,0.678431373,0.51372549
126,252,738,Dorsal auditory area layer 5,AUDd5,,1,3,8690,1011,8,1,126,/997/8/567/688/695/315/247/1011/252/,19399,0,,f,127,2147483647,734881840,Dorsal auditory area layer 5,0.003921569,0.576470588,0.6
133,480149246,0,Laterolateral anterior visual arealayer 5,VISlla5,,1,3,8690,480149230,9,1,133,/997/8/567/688/695/315/247/1011/480149230/480149246/,19399,0,,f,134,2147483647,734881840,Laterolateral anterior visual arealayer 5,0.003921569,0.576470588,0.6
140,847,954,Primary auditory area layer 5,AUDp5,,1,3,8690,1002,8,1,140,/997/8/567/688/695/315/247/1002/847/,19399,0,,f,141,321552735,734881840,Primary auditory area layer 5,0.003921569,0.576470588,0.6
147,791,947,Posterior auditory area layer 5,AUDpo5,,1,3,8690,1027,8,1,147,/997/8/567/688/695/315/247/1027/791/,19399,0,,f,148,157416572,734881840,Posterior auditory area layer 5,0.003921569,0.576470588,0.6
154,1023,976,Ventral auditory area layer 5,AUDv5,,1,3,8690,1018,8,1,154,/997/8/567/688/695/315/247/1018/1023/,19399,0,,f,155,2147483647,734881840,Ventral auditory area layer 5,0.003921569,0.576470588,0.6
161,937,1107,Visual areas layer 5,VIS5,,1,3,8690,669,7,1,161,/997/8/567/688/695/315/669/937/,08858C,0,,f,162,2147483647,734881840,Visual areas layer 5,0.031372549,0.521568627,0.549019608
168,233,453,Anterolateral visual area layer 5,VISal5,,1,3,8690,402,8,1,168,/997/8/567/688/695/315/669/402/233/,08858C,0,,f,169,2147483647,734881840,Anterolateral visual area layer 5,0.031372549,0.521568627,0.549019608
175,433,1044,Anteromedial visual area layer 5,VISam5,,1,3,8690,394,8,1,175,/997/8/567/688/695/315/669/394/433/,08858C,0,,f,176,540698515,734881840,Anteromedial visual area layer 5,0.031372549,0.521568627,0.549019608
182,613,642,Lateral visual area layer 5,VISl5,,1,3,8690,409,8,1,182,/997/8/567/688/695/315/669/409/613/,08858C,0,,f,183,719538265,734881840,Lateral visual area layer 5,0.031372549,0.521568627,0.549019608
189,778,1087,Primary visual area layer 5,VISp5,,1,3,8690,385,8,1,189,/997/8/567/688/695/315/669/385/778/,08858C,0,,f,190,1453946728,734881840,Primary visual area layer 5,0.031372549,0.521568627,0.549019608
196,902,961,Posterolateral visual area layer 5,VISpl5,,1,3,8690,425,8,1,196,/997/8/567/688/695/315/669/425/902/,08858C,0,,f,197,2147483647,734881840,Posterolateral visual area layer 5,0.031372549,0.521568627,0.549019608
203,565,636,posteromedial visual area layer 5,VISpm5,,1,3,8690,533,8,1,203,/997/8/567/688/695/315/669/533/565/,08858C,0,,f,204,528381658,734881840,posteromedial visual area layer 5,0.031372549,0.521568627,0.549019608
210,312782590,0,Laterointermediate area layer 5,VISli5,,1,3,8690,312782574,8,1,210,/997/8/567/688/695/315/669/312782574/312782590/,08858C,0,,f,211,2147483647,734881840,Laterointermediate area layer 5,0.031372549,0.521568627,0.549019608
217,312782644,0,Postrhinal area layer 5,VISpor5,,1,3,8690,312782628,8,1,217,/997/8/567/688/695/315/669/312782628/312782644/,08858C,0,,f,218,1351821355,734881840,Postrhinal area layer 5,0.031372549,0.521568627,0.549019608
223,739,1082,Anterior cingulate area layer 5,ACA5,,1,3,8690,31,7,1,223,/997/8/567/688/695/315/31/739/,40A666,0,,f,224,1361837070,734881840,Anterior cingulate area layer 5,0.250980392,0.650980392,0.4
229,1015,975,Anterior cingulate area dorsal part layer 5,ACAd5,,1,3,8690,39,8,1,229,/997/8/567/688/695/315/31/39/1015/,40A666,0,,f,230,2147483647,734881840,Anterior cingulate area dorsal part layer 5,0.250980392,0.650980392,0.4
235,772,1086,Anterior cingulate area ventral part layer 5,ACAv5,,1,3,8690,48,8,1,235,/997/8/567/688/695/315/31/48/772/,40A666,0,,f,236,2147483647,734881840,Anterior cingulate area ventral part layer 5,0.250980392,0.650980392,0.4
242,363,1035,Prelimbic area layer 5,PL5,,1,3,8690,972,7,1,242,/997/8/567/688/695/315/972/363/,2FA850,0,,f,243,1282533063,734881840,Prelimbic area layer 5,0.184313725,0.658823529,0.31372549
249,827,1093,Infralimbic area layer 5,ILA5,,1,3,8690,44,7,1,249,/997/8/567/688/695/315/44/827/,59B363,0,,f,250,2147483647,734881840,Infralimbic area layer 5,0.349019608,0.701960784,0.388235294
255,352,892,Orbital area layer 5,ORB5,,1,3,8690,714,7,1,255,/997/8/567/688/695/315/714/352/,248A5E,0,,f,256,748648599,734881840,Orbital area layer 5,0.141176471,0.541176471,0.368627451
261,630,644,Orbital area lateral part layer 5,ORBl5,,1,3,8690,723,8,1,261,/997/8/567/688/695/315/714/723/630/,248A5E,0,,f,262,293178623,734881840,Orbital area lateral part layer 5,0.141176471,0.541176471,0.368627451
268,620,1067,Orbital area medial part layer 5,ORBm5,,1,3,8690,731,8,1,268,/997/8/567/688/695/315/714/731/620/,248A5E,0,,f,269,1790560827,734881840,Orbital area medial part layer 5,0.141176471,0.541176471,0.368627451
275,1125,1130,Orbital area ventrolateral part layer 5,ORBvl5,,1,3,8690,746,8,1,275,/997/8/567/688/695/315/714/746/1125/,248A5E,0,,f,276,2147483647,734881840,Orbital area ventrolateral part layer 5,0.141176471,0.541176471,0.368627451
282,1101,1127,Agranular insular area dorsal part layer 5,AId5,,1,3,8690,104,8,1,282,/997/8/567/688/695/315/95/104/1101/,219866,0,,f,283,581222647,734881840,Agranular insular area dorsal part layer 5,0.129411765,0.596078431,0.4
288,344,891,Agranular insular area posterior part layer 5,AIp5,,1,3,8690,111,8,1,288,/997/8/567/688/695/315/95/111/344/,219866,0,,f,289,2147483647,734881840,Agranular insular area posterior part layer 5,0.129411765,0.596078431,0.4
294,800,948,Agranular insular area ventral part layer 5,AIv5,,1,3,8690,119,8,1,294,/997/8/567/688/695/315/95/119/800/,219866,0,,f,295,2147483647,734881840,Agranular insular area ventral part layer 5,0.129411765,0.596078431,0.4
301,774,945,Retrosplenial area lateral agranular part layer 5,RSPagl5,,1,3,8690,894,8,1,301,/997/8/567/688/695/315/254/894/774/,1AA698,0,,f,302,260416405,734881840,Retrosplenial area lateral agranular part layer 5,0.101960784,0.650980392,0.596078431
308,480149274,0,Mediomedial anterior visual arealayer 5,VISmma5,,1,3,8690,480149258,9,1,308,/997/8/567/688/695/315/254/894/480149258/480149274/,1AA698,0,,f,309,1197199171,734881840,Mediomedial anterior visual arealayer 5,0.101960784,0.650980392,0.596078431
315,480149302,0,Mediomedial posterior visual arealayer 5,VISmmp5,,1,3,8690,480149286,9,1,315,/997/8/567/688/695/315/254/894/480149286/480149302/,1AA698,0,,f,316,2147483647,734881840,Mediomedial posterior visual arealayer 5,0.101960784,0.650980392,0.596078431
322,480149330,0,Medial visual arealayer 5,VISm5,,1,3,8690,480149314,9,1,322,/997/8/567/688/695/315/254/894/480149314/480149330/,1AA698,0,,f,323,2147483647,734881840,Medial visual arealayer 5,0.101960784,0.650980392,0.596078431
329,610,1066,Retrosplenial area dorsal part layer 5,RSPd5,,1,3,8690,879,8,1,329,/997/8/567/688/695/315/254/879/610/,1AA698,0,,f,330,2147483647,734881840,Retrosplenial area dorsal part layer 5,0.101960784,0.650980392,0.596078431
336,687,651,Retrosplenial area ventral part layer 5,RSPv5,,1,3,8690,886,8,1,336,/997/8/567/688/695/315/254/886/687/,1AA698,0,,f,337,1239413140,734881840,Retrosplenial area ventral part layer 5,0.101960784,0.650980392,0.596078431
343,683,1075,Posterior parietal association areas layer 5,PTLp5,,1,3,8690,22,7,1,343,/997/8/567/688/695/315/22/683/,009FAC,0,,f,344,1145580916,734881840,Posterior parietal association areas layer 5,0,0.623529412,0.674509804
350,312782562,0,Anterior area layer 5,VISa5,,1,3,8690,312782546,8,1,350,/997/8/567/688/695/315/22/312782546/312782562/,009FAC,0,,f,351,133169917,734881840,Anterior area layer 5,0,0.623529412,0.674509804
357,312782616,0,Rostrolateral area layer 5,VISrl5,,1,3,8690,417,8,1,357,/997/8/567/688/695/315/22/417/312782616/,009FAC,0,,f,358,2147483647,734881840,Rostrolateral area layer 5,0,0.623529412,0.674509804
364,289,1026,Temporal association areas layer 5,TEa5,,1,3,8690,541,7,1,364,/997/8/567/688/695/315/541/289/,15B0B3,0,,f,365,475299804,734881840,Temporal association areas layer 5,0.082352941,0.690196078,0.701960784
370,692,1076,Perirhinal area layer 5,PERI5,,1,3,8690,922,7,1,370,/997/8/567/688/695/315/922/692/,0E9684,0,,f,371,248375741,734881840,Perirhinal area layer 5,0.054901961,0.588235294,0.517647059
376,988,1113,Ectorhinal area/Layer 5,ECT5,,1,3,8690,895,7,1,376,/997/8/567/688/695/315/895/988/,0D9F91,0,,f,377,2147483647,734881840,Ectorhinal area/Layer 5,0.050980392,0.623529412,0.568627451
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
