index,id,atlas_id,depth,structure_id_path,color_hex_triplet,name,acronym
15624,15624,15624,7,/15564/15565/15566/15567/15568/15622/15623/15624/,#00FF31,"terminal paraventricular area of THyA",TPaA
15625,15625,15625,10,/15564/15565/15566/15567/15568/15622/15623/15624///15625/,#5000FF,"ventricular zone of TPaA",TPaAv
15626,15626,15626,10,/15564/15565/15566/15567/15568/15622/15623/15624///15626/,#FF8400,"mantle zone of TPaA",TPaAm
15627,15627,15627,11,/15564/15565/15566/15567/15568/15622/15623/15624///15626/15627/,#00FF01,"periventricular stratum of TPaA",TPaAp
15628,15628,15628,12,/15564/15565/15566/15567/15568/15622/15623/15624///15626/15627/15628/,#7E00FF,"rostral paraventricular nucleus",RPa
15629,15629,15629,11,/15564/15565/15566/15567/15568/15622/15623/15624///15626/15629/,#FF5C00,"intermediate stratum of TPaA",TPaAi
15630,15630,15630,12,/15564/15565/15566/15567/15568/15622/15623/15624///15626/15629/15630/,#005CFF,"lateral anterior hypothalamic nucleus",LA
15631,15631,15631,12,/15564/15565/15566/15567/15568/15622/15623/15624///15626/15629/15631/,#0007FF,"terminal nucleus of the stria medullaris",TSM
15632,15632,15632,11,/15564/15565/15566/15567/15568/15622/15623/15624///15626/15632/,#7A00FF,"superficial stratum of TPaA",TPaAs
15633,15633,15633,12,/15564/15565/15566/15567/15568/15622/15623/15624///15626/15632/15633/,#00BEFF,"supraoptic nucleus",SO
15634,15634,15634,7,/15564/15565/15566/15567/15568/15622/15623/15634/,#00FFC3,"eye vesicle, stalk/nerve",ES
15635,15635,15635,7,/15564/15565/15566/15567/15568/15622/15623/15635/,#00FFA8,"eye vesicle, pigmented retina",EPg
15636,15636,15636,7,/15564/15565/15566/15567/15568/15622/15623/15636/,#2600FF,"eye vesicle, neural retina",EN
15637,15637,15637,10,/15564/15565/15566/15567/15568/15622/15623/15636///15637/,#D3FF00,"ventricular zone of neural retina",ENv
15638,15638,15638,10,/15564/15565/15566/15567/15568/15622/15623/15636///15638/,#00B4FF,"mantle zone of neural retina",ENm
15639,15639,15639,11,/15564/15565/15566/15567/15568/15622/15623/15636///15638/15639/,#00FF17,"periventricular stratum of the retina",ENp
15640,15640,15640,12,/15564/15565/15566/15567/15568/15622/15623/15636///15638/15639/15640/,#FF7B00,"outer nuclear layer (photoreceptor layer)",ON
15641,15641,15641,12,/15564/15565/15566/15567/15568/15622/15623/15636///15638/15639/15641/,#0088FF,"outer plexiform layer",OPL
15642,15642,15642,11,/15564/15565/15566/15567/15568/15622/15623/15636///15638/15642/,#00FF08,"intermediate stratum of the retina",ENi
15643,15643,15643,12,/15564/15565/15566/15567/15568/15622/15623/15636///15638/15642/15643/,#FF00C4,"horizontal cell layer",Hor
15644,15644,15644,12,/15564/15565/15566/15567/15568/15622/15623/15636///15638/15642/15644/,#FFC500,"bipolar cell layer",Bi
15645,15645,15645,12,/15564/15565/15566/15567/15568/15622/15623/15636///15638/15642/15645/,#FB00FF,"Mueller cell layer",Mu
15646,15646,15646,12,/15564/15565/15566/15567/15568/15622/15623/15636///15638/15642/15646/,#00FF27,"amacrine cell layer",Acr
15647,15647,15647,12,/15564/15565/15566/15567/15568/15622/15623/15636///15638/15642/15647/,#FF5200,"inner plexiform layer",IPL
15648,15648,15648,11,/15564/15565/15566/15567/15568/15622/15623/15636///15638/15648/,#21FF00,"superficial stratum of the retina",ENs
15649,15649,15649,12,/15564/15565/15566/15567/15568/15622/15623/15636///15638/15648/15649/,#16FF00,"ganglion cell layer",GCL
15650,15650,15650,13,/15564/15565/15566/15567/15568/15622/15623/15636///15638/15648/15649/15650/,#00FFF6,"ganglion cells",GC
15651,15651,15651,13,/15564/15565/15566/15567/15568/15622/15623/15636///15638/15648/15649/15651/,#CB00FF,"inverted amacrine cells",IAcr
15652,15652,15652,12,/15564/15565/15566/15567/15568/15622/15623/15636///15638/15648/15652/,#FF0090,"optic fiber layer",OF
15653,15653,15653,7,/15564/15565/15566/15567/15568/15622/15623/15653/,#64FF00,"terminal subparaventricular area of THyA",TSPaA
15654,15654,15654,10,/15564/15565/15566/15567/15568/15622/15623/15653///15654/,#2E00FF,"ventricular zone of TSPaA",TSPaAv
15655,15655,15655,10,/15564/15565/15566/15567/15568/15622/15623/15653///15655/,#87FF00,"mantle zone of TSPaA",TSPaAm
15656,15656,15656,11,/15564/15565/15566/15567/15568/15622/15623/15653///15655/15656/,#007CFF,"periventricular stratum of TSPaA",TSPaAp
15657,15657,15657,12,/15564/15565/15566/15567/15568/15622/15623/15653///15655/15656/15657/,#11FF00,"suprachiasmatic nucleus, periventricular part",SCHp
15658,15658,15658,12,/15564/15565/15566/15567/15568/15622/15623/15653///15655/15656/15658/,#00ABFF,"terminal subparaventricular area",TSPa
15659,15659,15659,11,/15564/15565/15566/15567/15568/15622/15623/15653///15655/15659/,#C900FF,"intermediate stratum of TSPaA",TSPaAi
15660,15660,15660,12,/15564/15565/15566/15567/15568/15622/15623/15653///15655/15659/15660/,#78FF00,"suprachiasmatic nucleus",SCH
15661,15661,15661,13,/15564/15565/15566/15567/15568/15622/15623/15653///15655/15659/15660/15661/,#58FF00,"core of SCH",SCHc
15662,15662,15662,12,/15564/15565/15566/15567/15568/15622/15623/15653///15655/15659/15662/,#0030FF,"anterior hypothalamic nucleus",AH
15663,15663,15663,11,/15564/15565/15566/15567/15568/15622/15623/15653///15655/15663/,#0027FF,"superficial stratum of TSPaA",TSPaAs
15664,15664,15664,13,/15564/15565/15566/15567/15568/15622/15623/15653///15655/15663//15664/,#0098FF,"shell of SCH",SCHs
15665,15665,15665,12,/15564/15565/15566/15567/15568/15622/15623/15653///15655/15663/15665/,#C2FF00,"tuber cinereum area",TC
15666,15666,15666,6,/15564/15565/15566/15567/15568/15622/15666/,#009CFF,"basal part of terminal hypothalamus",THyB
15667,15667,15667,7,/15564/15565/15566/15567/15568/15622/15666/15667/,#B8FF00,"dorsal part of THyB",THyB-D
15668,15668,15668,10,/15564/15565/15566/15567/15568/15622/15666/15667///15668/,#FFCE00,"ventricular zone of THyB-D",THyB-Dv
15669,15669,15669,10,/15564/15565/15566/15567/15568/15622/15666/15667///15669/,#23FF00,"mantle zone of THyB-D",THyB-Dm
15670,15670,15670,11,/15564/15565/15566/15567/15568/15622/15666/15667///15669/15670/,#68FF00,"periventricular stratum of THyB-D",THyB-Dp
15671,15671,15671,12,/15564/15565/15566/15567/15568/15622/15666/15667///15669/15670/15671/,#00FF31,"periventricular part of the anterobasal nucleus",ABasp
15672,15672,15672,12,/15564/15565/15566/15567/15568/15622/15666/15667///15669/15670/15672/,#4DFF00,"periventricular domain associated to VMH",VMHp
15673,15673,15673,11,/15564/15565/15566/15567/15568/15622/15666/15667///15669/15673/,#6E00FF,"intermediate stratum of THyB-D",THyB-Di
15674,15674,15674,12,/15564/15565/15566/15567/15568/15622/15666/15667///15669/15673/15674/,#FF0031,"core part of the anterobasal nucleus",ABasc
15675,15675,15675,12,/15564/15565/15566/15567/15568/15622/15666/15667///15669/15673/15675/,#5300FF,"ventromedial hypothalamic nucleus",VMH
15676,15676,15676,13,/15564/15565/15566/15567/15568/15622/15666/15667///15669/15673/15675/15676/,#99FF00,"dorsomedial part of VMH",VMHdm
15677,15677,15677,13,/15564/15565/15566/15567/15568/15622/15666/15667///15669/15673/15675/15677/,#C300FF,"central part of VMH",VMHce
15678,15678,15678,13,/15564/15565/15566/15567/15568/15622/15666/15667///15669/15673/15675/15678/,#22FF00,"ventrolateral part of VMH",VMHvl
15679,15679,15679,13,/15564/15565/15566/15567/15568/15622/15666/15667///15669/15673/15675/15679/,#FF8300,"shell of VMH",VMHsh
15680,15680,15680,11,/15564/15565/15566/15567/15568/15622/15666/15667///15669/15680/,#FF0090,"superficial stratum of THyB-D",THyB-Ds
15681,15681,15681,12,/15564/15565/15566/15567/15568/15622/15666/15667///15669/15680/15681/,#FF0083,"shell part of the anterobasal nucleus",ABass
15682,15682,15682,12,/15564/15565/15566/15567/15568/15622/15666/15667///15669/15680/15682/,#9FFF00,"suboptic nucleus",SbO
15683,15683,15683,12,/15564/15565/15566/15567/15568/15622/15666/15667///15669/15680/15683/,#08FF00,"tuberal nucleus",Tu
15684,15684,15684,7,/15564/15565/15566/15567/15568/15622/15666/15684/,#0600FF,"intermediate part of THyB",THyB-I
15685,15685,15685,10,/15564/15565/15566/15567/15568/15622/15666/15684///15685/,#B200FF,"ventricular zone of THyB-I",THyB-Iv
15686,15686,15686,10,/15564/15565/15566/15567/15568/15622/15666/15684///15686/,#00FFE3,"mantle zone of THyB-I",THyB-Im
15687,15687,15687,11,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15687/,#FF0060,"periventricular stratum of THyB-I",THyB-Ip
15688,15688,15688,12,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15687/15688/,#F800FF,"periventricular part of the arcuate nucleus",Arcp
15689,15689,15689,12,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15687/15689/,#FFA700,"median eminence",ME
15690,15690,15690,12,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15687/15690/,#00FF83,"infundibulum",Inf
15691,15691,15691,12,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15687/15691/,#2C00FF,"neurohypophysis",NHy
15692,15692,15692,12,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15687/15692/,#6F00FF,"periventricular domain associated to T-DMH",T-DMHp
15693,15693,15693,11,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15693/,#4BFF00,"intermediate stratum of THyB-I",THyB-Ii
15694,15694,15694,12,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15693/15694/,#FF8B00,"dorsomedial nucleus, terminal part",T-DMH
15695,15695,15695,13,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15693/15694/15695/,#0A00FF,"core of T-DMH",T-DMHc
15696,15696,15696,13,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15693/15694/15696/,#9AFF00,"shell of T-DMH",T-DMHs
15697,15697,15697,12,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15693/15697/,#000CFF,"intermediate part of the arcuate nucleus",Arci
15698,15698,15698,12,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15693/15698/,#FF0000,"ventral premammillary nucleus (migrated)",PMV
15699,15699,15699,11,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15699/,#FF0056,"superficial stratum of THyB-I",THyB-Is
15700,15700,15700,12,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15699/15700/,#00FF11,"superficial part of arcuate nucleus",Arcs
15701,15701,15701,12,/15564/15565/15566/15567/15568/15622/15666/15684///15686/15699/15701/,#00FFD6,"medial tuberal nucleus",MTu
15702,15702,15702,7,/15564/15565/15566/15567/15568/15622/15666/15702/,#22FF00,"ventral part of THyB",THyB-V
15703,15703,15703,10,/15564/15565/15566/15567/15568/15622/15666/15702///15703/,#00FFAE,"ventricular zone of THyB-V",THyB-Vv
15704,15704,15704,12,/15564/15565/15566/15567/15568/15622/15666/15702///15703//15704/,#FF9900,"hypothalamic ventricular organ, terminal part",T-HVO
15705,15705,15705,10,/15564/15565/15566/15567/15568/15622/15666/15702///15705/,#0084FF,"mantle zone of THyB-V",THyB-Vm
15706,15706,15706,11,/15564/15565/15566/15567/15568/15622/15666/15702///15705/15706/,#4300FF,"periventricular stratum of THyB-V",THyB-Vp
15707,15707,15707,12,/15564/15565/15566/15567/15568/15622/15666/15702///15705/15706/15707/,#29FF00,"ventral tuberomammillary nucleus, pervientricular part (histaminergic)",VTMp
15708,15708,15708,11,/15564/15565/15566/15567/15568/15622/15666/15702///15705/15708/,#00FF5E,"intermediate stratum of THyB-V",THyB-Vi
15709,15709,15709,12,/15564/15565/15566/15567/15568/15622/15666/15702///15705/15708/15709/,#58FF00,"ventral tuberomammillary nucleus, intermediate part (histaminergic)",VTMi
15710,15710,15710,11,/15564/15565/15566/15567/15568/15622/15666/15702///15705/15710/,#00E7FF,"superficial stratum of THyB-V",THyB-Vs
15711,15711,15711,12,/15564/15565/15566/15567/15568/15622/15666/15702///15705/15710/15711/,#FF0065,"ventral tuberomammillary nucleus, superficial part (histaminergic)",VTMs
15712,15712,15712,7,/15564/15565/15566/15567/15568/15622/15666/15712/,#DCFF00,"perimammillary part of THyB",THyB-P
15713,15713,15713,10,/15564/15565/15566/15567/15568/15622/15666/15712///15713/,#BD00FF,"ventricular zone of THyB-P",THyB-Pv
15714,15714,15714,12,/15564/15565/15566/15567/15568/15622/15666/15712///15713//15714/,#E9FF00,"mammillary recess organ",MRO
15715,15715,15715,10,/15564/15565/15566/15567/15568/15622/15666/15712///15715/,#0094FF,"mantle zone of THyB-P",THyB-Pm
15716,15716,15716,11,/15564/15565/15566/15567/15568/15622/15666/15712///15715/15716/,#63FF00,"periventricular stratum of THyB-P",THyB-Pp
15717,15717,15717,12,/15564/15565/15566/15567/15568/15622/15666/15712///15715/15716/15717/,#60FF00,"periventricular perimammillary area",PPeM
15718,15718,15718,11,/15564/15565/15566/15567/15568/15622/15666/15712///15715/15718/,#C500FF,"intermediate stratum of THyB-P",THyB-Pi
15719,15719,15719,12,/15564/15565/15566/15567/15568/15622/15666/15712///15715/15718/15719/,#B9FF00,"dorsal premammillary nucleus",PMD
15720,15720,15720,11,/15564/15565/15566/15567/15568/15622/15666/15712///15715/15720/,#FFA300,"superficial stratum of THyB-P",THyB-Ps
15721,15721,15721,12,/15564/15565/15566/15567/15568/15622/15666/15712///15715/15720/15721/,#FF00C4,"terete nucleus",Te
15722,15722,15722,7,/15564/15565/15566/15567/15568/15622/15666/15722/,#74FF00,"mammillary part of THyB",THyB-M
15723,15723,15723,9,/15564/15565/15566/15567/15568/15622/15666/15722//15723/,#FF1C00,"mammillary area",Mam
15724,15724,15724,10,/15564/15565/15566/15567/15568/15622/15666/15722//15723/15724/,#FF0094,"ventricular zone of Mam",Mamv
15725,15725,15725,10,/15564/15565/15566/15567/15568/15622/15666/15722//15723/15725/,#F400FF,"mantle zone of Mam",Mamm
15726,15726,15726,11,/15564/15565/15566/15567/15568/15622/15666/15722//15723/15725/15726/,#4600FF,"periventricular stratum of Mam",Mamp
15727,15727,15727,12,/15564/15565/15566/15567/15568/15622/15666/15722//15723/15725/15726/15727/,#0015FF,"median mammillary nucleus",MnM
15728,15728,15728,11,/15564/15565/15566/15567/15568/15622/15666/15722//15723/15725/15728/,#00E5FF,"intermediate stratum of Mam",Mami
15729,15729,15729,12,/15564/15565/15566/15567/15568/15622/15666/15722//15723/15725/15728/15729/,#00FF75,"medial mammillary nucleus",MM
15730,15730,15730,13,/15564/15565/15566/15567/15568/15622/15666/15722//15723/15725/15728/15729/15730/,#FF00EA,"medial part of MM",MMm
15731,15731,15731,13,/15564/15565/15566/15567/15568/15622/15666/15722//15723/15725/15728/15729/15731/,#E900FF,"lateral part of MM",MMl
15732,15732,15732,13,/15564/15565/15566/15567/15568/15622/15666/15722//15723/15725/15728/15729/15732/,#FF00D6,"posterior part of MM",MMp
15733,15733,15733,11,/15564/15565/15566/15567/15568/15622/15666/15722//15723/15725/15733/,#B3FF00,"superficial stratum of Mam",Mams
15734,15734,15734,12,/15564/15565/15566/15567/15568/15622/15666/15722//15723/15725/15733/15734/,#1400FF,"lateral mammillary nucleus",LM
15735,15735,15735,12,/15564/15565/15566/15567/15568/15622/15666/15722//15723/15725/15733/15735/,#FF0088,"ventral tuberomammillary nucleus, migrated part (histaminergic)",VTMm
15736,15736,15736,6,/15564/15565/15566/15567/15568/15622/15736/,#00FFDC,"floor of terminal hypothalamus",THyF
15737,15737,15737,7,/15564/15565/15566/15567/15568/15622/15736/15737/,#00FFD7,"mammillary floor",MamF
15738,15738,15738,4,/15564/15565/15566/15567/15738/,#D500FF,"caudal secondary prosencephalon",CSP
15739,15739,15739,5,/15564/15565/15566/15567/15738/15739/,#0090FF,"telencephalic vesicle",Tel
15740,15740,15740,6,/15564/15565/15566/15567/15738/15739/15740/,#0EFF00,"roof plate of evaginated telencephalic vesicle",TelR
15741,15741,15741,9,/15564/15565/15566/15567/15738/15739/15740///15741/,#FF00D3,"caudal septocommissural area",CSCom
15742,15742,15742,10,/15564/15565/15566/15567/15738/15739/15740///15741/15742/,#30FF00,"ventricular zone of CSCom",CSComv
15743,15743,15743,12,/15564/15565/15566/15567/15738/15739/15740///15741/15742//15743/,#FF0500,"subfornical organ, circumventricular ependymal specialization",SFOe
15744,15744,15744,10,/15564/15565/15566/15567/15738/15739/15740///15741/15744/,#FF00FD,"mantle zone of CSCom",CSComm
15745,15745,15745,11,/15564/15565/15566/15567/15738/15739/15740///15741/15744/15745/,#006AFF,"periventricular stratum of CSCom",CSComp
15746,15746,15746,12,/15564/15565/15566/15567/15738/15739/15740///15741/15744/15745/15746/,#00FFFF,"subfornical organ, periventricular part",SFOp
15747,15747,15747,11,/15564/15565/15566/15567/15738/15739/15740///15741/15744/15747/,#0097FF,"intermediate stratum of CSCom",CSComi
15748,15748,15748,11,/15564/15565/15566/15567/15738/15739/15740///15741/15744/15748/,#FF6200,"superficial stratum of CSCom",CSComs
15749,15749,15749,7,/15564/15565/15566/15567/15738/15739/15740/15749/,#FF0043,"telencephalic choroidal formation",TCh
15750,15750,15750,6,/15564/15565/15566/15567/15738/15739/15750/,#FF0040,"alar plate of evaginated telencephalic vesicle",TelA
15751,15751,15751,7,/15564/15565/15566/15567/15738/15739/15750/15751/,#08FF00,"subpallium",SPall
111220534,111220534,111220534,10,/15564/15565/15566/15567/15738/15739/15750/15751///111220534/,#3800FF,"ventricular zone of SPall",SPallv
111220536,111220536,111220536,10,/15564/15565/15566/15567/15738/15739/15750/15751///111220536/,#0098FF,"mantle zone of SPall",SPallm
15752,15752,15752,8,/15564/15565/15566/15567/15738/15739/15750/15751/15752/,#00FFAA,"subpallial septum",SeSPall
15753,15753,15753,9,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/,#00FF2E,"diagonal part of septum",DgSe
15754,15754,15754,10,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/15754/,#CCFF00,"ventricular zone of DgSe",DgSev
15755,15755,15755,10,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/15755/,#005DFF,"mantle zone of DgSe",DgSem
15756,15756,15756,11,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/15755/15756/,#0083FF,"periventricular stratum of DgSe",DgSep
15757,15757,15757,12,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/15755/15756/15757/,#00FF57,"lateral septal nucleus, ventral part",LSV
15758,15758,15758,12,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/15755/15756/15758/,#9700FF,"median supracommissural nucleus",MnSC
15759,15759,15759,11,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/15755/15759/,#FF0056,"intermediate stratum of DgSe",DgSei
15760,15760,15760,12,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/15755/15759/15760/,#F300FF,"lateral septal nucleus, intermedio-ventral part",LSIV
15761,15761,15761,12,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/15755/15759/15761/,#DDFF00,"septohypothalamic nucleus",SHy
15762,15762,15762,11,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/15755/15762/,#00FF68,"superficial stratum of DgSe",DgSes
15763,15763,15763,12,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/15755/15762/15763/,#1CFF00,"vertical nucleus of the diagonal band",VDB
15764,15764,15764,12,/15564/15565/15566/15567/15738/15739/15750/15751/15752/15753/15755/15762/15764/,#A3FF00,"medial septal nucleus",MS
