index,id,atlas_id,parent_structure_id,depth,structure_id_path,color_hex_triplet,name,acronym
1047,10725,,936,6,/997/8/512/528/645/936/10725/,FFFC91,Declive (VI) molecular layer,DECmo
1048,10724,,936,6,/997/8/512/528/645/936/10724/,FFFC91,Declive (VI) Purkinje layer,DECpu
1049,10723,,936,6,/997/8/512/528/645/936/10723/,ECE754,Declive (VI) granular layer,DECgr
1050,944,400,645,5,/997/8/512/528/645/944/,FFFC91,Folium-tuber vermis (VII),FOTU
1051,10728,,944,6,/997/8/512/528/645/944/10728/,FFFC91,Folium-tuber vermis (VII) molecular layer,FOTUmo
1052,10727,,944,6,/997/8/512/528/645/944/10727/,FFFC91,Folium-tuber vermis (VII) Purkinje layer,FOTUpu
1053,10726,,944,6,/997/8/512/528/645/944/10726/,ECE754,Folium-tuber vermis (VII) granular layer,FOTUgr
1054,951,401,645,5,/997/8/512/528/645/951/,FFFC91,Pyramus (VIII),PYR
1055,10731,,951,6,/997/8/512/528/645/951/10731/,FFFC91,Pyramus (VIII) molecular layer,PYRmo
1056,10730,,951,6,/997/8/512/528/645/951/10730/,FFFC91,Pyramus (VIII) Purkinje layer,PYRpu
1057,10729,,951,6,/997/8/512/528/645/951/10729/,ECE754,Pyramus (VIII) granular layer,PYRgr
1058,957,402,645,5,/997/8/512/528/645/957/,FFFC91,Uvula (IX),UVU
1059,10734,,957,6,/997/8/512/528/645/957/10734/,FFFC91,Uvula (IX) molecular layer,UVUmo
1060,10733,,957,6,/997/8/512/528/645/957/10733/,FFFC91,Uvula (IX) Purkinje layer,UVUpu
1061,10732,,957,6,/997/8/512/528/645/957/10732/,ECE754,Uvula (IX) granular layer,UVUgr
1062,968,403,645,5,/997/8/512/528/645/968/,FFFC91,Nodulus (X),NOD
1063,10737,,968,6,/997/8/512/528/645/968/10737/,FFFC91,Nodulus (X) molecular layer,NODmo
1064,10736,,968,6,/997/8/512/528/645/968/10736/,FFFC91,Nodulus (X) Purkinje layer,NODpu
1065,10735,,968,6,/997/8/512/528/645/968/10735/,ECE754,Nodulus (X) granular layer,NODgr
1066,1073,133,528,4,/997/8/512/528/1073/,FFFC91,Hemispheric regions,HEM
1067,1007,408,1073,5,/997/8/512/528/1073/1007/,FFFC91,Simple lobule,SIM
1068,10674,,1007,6,/997/8/512/528/1073/1007/10674/,FFFC91,Simple lobule molecular layer,SIMmo
1069,10673,,1007,6,/997/8/512/528/1073/1007/10673/,FFFC91,Simple lobule Purkinje layer,SIMpu
1070,10672,,1007,6,/997/8/512/528/1073/1007/10672/,ECE754,Simple lobule granular layer,SIMgr
1071,1017,409,1073,5,/997/8/512/528/1073/1017/,FFFC91,Ansiform lobule,AN
1072,1056,414,1017,6,/997/8/512/528/1073/1017/1056/,FFFC91,Crus 1,ANcr1
1073,10677,,1056,7,/997/8/512/528/1073/1017/1056/10677/,FFFC91,Crus 1 molecular layer,ANcr1mo
1074,10676,,1056,7,/997/8/512/528/1073/1017/1056/10676/,FFFC91,Crus 1 Purkinje layer,ANcr1pu
1075,10675,,1056,7,/997/8/512/528/1073/1017/1056/10675/,ECE754,Crus 1 granular layer,ANcr1gr
1076,1064,415,1017,6,/997/8/512/528/1073/1017/1064/,FFFC91,Crus 2,ANcr2
1077,10680,,1064,7,/997/8/512/528/1073/1017/1064/10680/,FFFC91,Crus 2 molecular layer,ANcr2mo
1078,10679,,1064,7,/997/8/512/528/1073/1017/1064/10679/,FFFC91,Crus 2 Purkinje layer,ANcr2pu
1079,10678,,1064,7,/997/8/512/528/1073/1017/1064/10678/,ECE754,Crus 2 granular layer,ANcr2gr
1080,1025,410,1073,5,/997/8/512/528/1073/1025/,FFFC91,Paramedian lobule,PRM
1081,10683,,1025,6,/997/8/512/528/1073/1025/10683/,FFFC91,Paramedian lobule molecular layer,PRMmo
1082,10682,,1025,6,/997/8/512/528/1073/1025/10682/,FFFC91,Paramedian lobule Purkinje layer,PRMpu
1083,10681,,1025,6,/997/8/512/528/1073/1025/10681/,ECE754,Paramedian lobule granular layer,PRMgr
1084,1033,411,1073,5,/997/8/512/528/1073/1033/,FFFC91,Copula pyramidis,COPY
1085,10686,,1033,6,/997/8/512/528/1073/1033/10686/,FFFC91,Copula pyramidis molecular layer,COPYmo
1086,10685,,1033,6,/997/8/512/528/1073/1033/10685/,FFFC91,Copula pyramidis Purkinje layer,COPYpu
1087,10684,,1033,6,/997/8/512/528/1073/1033/10684/,ECE754,Copula pyramidis granular layer,COPYgr
1088,1041,412,1073,5,/997/8/512/528/1073/1041/,FFFC91,Paraflocculus,PFL
1089,10689,,1041,6,/997/8/512/528/1073/1041/10689/,FFFC91,Paraflocculus molecular layer,PFLmo
1090,10688,,1041,6,/997/8/512/528/1073/1041/10688/,FFFC91,Paraflocculus Purkinje layer,PFLpu
1091,10687,,1041,6,/997/8/512/528/1073/1041/10687/,ECE754,Paraflocculus granular layer,PFLgr
1092,1049,413,1073,5,/997/8/512/528/1073/1049/,FFFC91,Flocculus,FL
1093,10692,,1049,6,/997/8/512/528/1073/1049/10692/,FFFC91,Flocculus molecular layer,FLmo
1094,10691,,1049,6,/997/8/512/528/1073/1049/10691/,FFFC91,Flocculus Purkinje layer,FLpu
1095,10690,,1049,6,/997/8/512/528/1073/1049/10690/,ECE754,Flocculus granular layer,FLgr
1096,519,64,512,3,/997/8/512/519/,F0F080,Cerebellar nuclei,CBN
1097,989,123,519,4,/997/8/512/519/989/,FFFDBC,Fastigial nucleus,FN
1098,91,152,519,4,/997/8/512/519/91/,FFFDBC,Interposed nucleus,IP
1099,846,105,519,4,/997/8/512/519/846/,FFFDBC,Dentate nucleus,DN
1100,589508455,,519,4,/997/8/512/519/589508455/,FFFDBC,Vestibulocerebellar nucleus,VeCB
